url,ref_url,name,desc
https://zh-tw.facebook.com/pages/%E5%AE%9C%E8%98%AD%E7%B8%A3%E4%BA%94%E5%90%88%E4%B8%80%E9%81%B8%E8%88%89%E7%9E%AD%E6%9C%9B%E5%8F%B0/1477973495757132,http://www.google.com/search?q=%E6%B8%B8%E8%A6%8B%E7%92%8B+%E5%AE%9C%E8%98%AD%E7%B8%A3+facebook,宜蘭縣五合一選舉瞭望台| Facebook,
https://www.facebook.com/pages/%E6%A2%81%E8%BB%8D%E6%94%BF%E5%BE%8C%E6%8F%B4%E6%9C%83/343722052471280,http://www.google.com/search?q=%E6%B8%B8%E8%A6%8B%E7%92%8B+%E5%AE%9C%E8%98%AD%E7%B8%A3+facebook,梁軍政後援會| Facebook,
https://www.facebook.com/tkgogogogogo,http://www.google.com/search?q=%E6%B8%B8%E8%A6%8B%E7%92%8B+%E5%AE%9C%E8%98%AD%E7%B8%A3+facebook,礁溪鄉長候選人林蔡焜打造樂活城鄉| Facebook,
