url,ref_url,name,desc
http://blog.xuite.net/hi.kint/kint/8009167,http://www.google.com/search?q=%E6%9E%97%E6%B5%9A%E7%86%99+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,林浚熙95年三胞胎：『書賢、承農、以千』 @ 彰化小榮天地坊:: 隨意窩 ...,
https://www.facebook.com/video.php?v=618084708227792&set=vb.305356029500663&type=3&permPage=1,http://www.google.com/search?q=%E6%9E%97%E6%B5%9A%E7%86%99+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,彰化縣大湖觀音堂地理擇日舘| Facebook,
https://zh-tw.facebook.com/pages/%E7%A4%BE%E5%9C%98%E6%B3%95%E4%BA%BA%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%96%84%E5%9C%92%E8%A1%8C%E5%96%84%E5%9C%98/389021531170523,http://www.google.com/search?q=%E6%9E%97%E6%B5%9A%E7%86%99+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,社團法人彰化縣善園行善團| Facebook,
https://www.facebook.com/pages/%E7%A4%BE%E5%9C%98%E6%B3%95%E4%BA%BA%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%96%84%E5%9C%92%E8%A1%8C%E5%96%84%E5%9C%98/389021531170523?sk=timeline&ref=page_internal,http://www.google.com/search?q=%E6%9E%97%E6%B5%9A%E7%86%99+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,社團法人彰化縣善園行善團- Timeline | Facebook,
https://zh-tw.facebook.com/MeiLiDaNanZhangHuaJianXiongCheDui,http://www.google.com/search?q=%E6%9E%97%E6%B5%9A%E7%86%99+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,美利達南彰化建雄車隊| Facebook,
https://zh-tw.facebook.com/pages/%E6%88%91%E5%80%91%E7%9A%84%E7%AB%B9%E5%A1%98%E9%84%89/138642799490119,http://www.google.com/search?q=%E6%9E%97%E6%B5%9A%E7%86%99+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,我們的竹塘鄉| Facebook,
