url,ref_url,name,desc
https://zh-tw.facebook.com/pages/%E5%AE%9C%E8%98%AD%E7%B8%A3%E4%BA%94%E5%90%88%E4%B8%80%E9%81%B8%E8%88%89%E7%9E%AD%E6%9C%9B%E5%8F%B0/1477973495757132,http://www.google.com/search?q=%E8%AC%9D%E8%80%80%E5%AF%AC+%E5%AE%9C%E8%98%AD%E7%B8%A3+facebook,宜蘭縣五合一選舉瞭望台| Facebook,
https://zh-tw.facebook.com/public/%E8%AC%9D%E6%9B%89%E6%B0%B4,http://www.google.com/search?q=%E8%AC%9D%E8%80%80%E5%AF%AC+%E5%AE%9C%E8%98%AD%E7%B8%A3+facebook,謝曉水的個人檔案| Facebook,
http://zh-tw.facebook.com/tsaiingwen?sk=app_%E2%80%8B2513891999&filter=2,http://www.google.com/search?q=%E8%AC%9D%E8%80%80%E5%AF%AC+%E5%AE%9C%E8%98%AD%E7%B8%A3+facebook,蔡英文Tsai Ing-wen - 動態時報| Facebook,
