url,ref_url,name,desc
https://zh-tw.facebook.com/people/%E8%94%A1%E5%BF%97%E5%98%89/100000972794579,http://www.google.com/search?q=%E8%94%A1%E5%BF%97%E5%98%89+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,蔡志嘉| Facebook,
https://www.facebook.com/pages/%E5%92%8C%E7%BE%8E%E4%BB%A3%E8%A1%A8%E8%94%A1%E5%BF%97%E5%98%89%E6%9C%8D%E5%8B%99%E8%99%95/236627839869173,http://www.google.com/search?q=%E8%94%A1%E5%BF%97%E5%98%89+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,和美代表蔡志嘉服務處- HEMEI TOWNSHIP - Home | Facebook,
https://www.facebook.com/gk843338/info,http://www.google.com/search?q=%E8%94%A1%E5%BF%97%E5%98%89+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,和美鎮民代表蔡志嘉- Changhua - Politician - About | Facebook,
https://www.facebook.com/gk843338?filter=1,http://www.google.com/search?q=%E8%94%A1%E5%BF%97%E5%98%89+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,和美鎮民代表蔡志嘉| Facebook,
https://zh-tw.facebook.com/HeMeiDaiTianGong,http://www.google.com/search?q=%E8%94%A1%E5%BF%97%E5%98%89+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,和美代天宮| Facebook,
https://zh-tw.facebook.com/yongzheng.li1,http://www.google.com/search?q=%E8%94%A1%E5%BF%97%E5%98%89+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,李永正| Facebook,
https://zh-tw.facebook.com/ye.d.qing,http://www.google.com/search?q=%E8%94%A1%E5%BF%97%E5%98%89+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,葉振慶| Facebook,
https://zh-tw.facebook.com/people/%E5%90%91%E9%8C%A2%E8%B5%B0/100000359861627,http://www.google.com/search?q=%E8%94%A1%E5%BF%97%E5%98%89+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,向錢走| Facebook,
https://zh-tw.facebook.com/people/%E7%B8%BE%E5%84%AA%E5%8E%9A%E9%81%94/100003097789308,http://www.google.com/search?q=%E8%94%A1%E5%BF%97%E5%98%89+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,績優厚達| Facebook,
https://www.facebook.com/public/%E8%94%A1%E4%BA%AE%E6%85%88,http://www.google.com/search?q=%E8%94%A1%E5%BF%97%E5%98%89+%E5%BD%B0%E5%8C%96%E7%B8%A3+facebook,蔡亮慈Profiles | Facebook,
