url,ref_url,name,desc
http://udn.com/NEWS/DOMESTIC/DOM3/8920174.shtml,http://www.google.com/search?q=%E6%9B%BE%E7%95%AF%E6%86%B2+%E8%8B%97%E6%A0%97%E7%B8%A3+facebook,苗栗同額選舉108名幸運兒篤定當選| 桃竹苗| 地方新聞| 聯合新聞網,
https://zh-tw.facebook.com/mlftax,http://www.google.com/search?q=%E6%9B%BE%E7%95%AF%E6%86%B2+%E8%8B%97%E6%A0%97%E7%B8%A3+facebook,苗栗桐樂稅- 苗栗市- 政府機關| Facebook,
https://zh-tw.facebook.com/pages/%E8%8B%97%E6%A0%97%E7%B8%A3%E9%95%B7%E5%8F%83%E9%81%B8%E4%BA%BA%E6%9E%97%E4%B9%85%E7%BF%94/641751985878713,http://www.google.com/search?q=%E6%9B%BE%E7%95%AF%E6%86%B2+%E8%8B%97%E6%A0%97%E7%B8%A3+facebook,苗栗縣長參選人林久翔| Facebook,
https://zh-tw.facebook.com/miaolicare,http://www.google.com/search?q=%E6%9B%BE%E7%95%AF%E6%86%B2+%E8%8B%97%E6%A0%97%E7%B8%A3+facebook,苗栗縣南區社區保母系統| Facebook,
https://zh-tw.facebook.com/TongLuoXiangQingNianGongZuoXieHui,http://www.google.com/search?q=%E6%9B%BE%E7%95%AF%E6%86%B2+%E8%8B%97%E6%A0%97%E7%B8%A3+facebook,國民黨苗栗縣銅鑼鄉青年工作委員會| Facebook,
