url,ref_url,name,desc
http://udn.com/NEWS/NATIONAL/NATS5/8980642.shtml,http://www.google.com/search?q=%E5%BB%96%E6%96%87%E5%93%B2+%E5%B1%8F%E6%9D%B1%E7%B8%A3+facebook,蔡英文屏東會P先生謝長廷挺柯文哲| 大咖為選將站台| 國內要聞| 聯合 ...,
